pos	val	Chromosome	valScaled
60683.0	6.7352912203814745e-09	chr10	1.7754073408202285e-08
2825248.0816326533	9.59317054955099e-09	chr10	2.5287377869978138e-08
5589813.1632653065	1.1583613511309513e-08	chr10	3.0534139932910715e-08
8354378.24489796	1.2361510504261477e-08	chr10	3.258465859127197e-08
11118943.326530613	1.2156669955089018e-08	chr10	3.204470359482293e-08
13883508.408163266	1.1327411739351705e-08	chr10	2.985879792945198e-08
16648073.48979592	1.0123184256387172e-08	chr10	2.668448186305388e-08
19412638.571428575	8.820490382932867e-09	chr10	2.3250610646359383e-08
22177203.653061226	7.772663162979464e-09	chr10	2.0488562091447515e-08
24941768.734693877	7.165995525443468e-09	chr10	1.888940009254219e-08
27706333.816326533	6.815914137405974e-09	chr10	1.7966593571087726e-08
30470898.897959188	6.335042448713102e-09	chr10	1.669902681240852e-08
33235463.97959184	5.528800082467651e-09	chr10	1.4573790399199099e-08
36000029.06122449	4.597272278891559e-09	chr10	1.2118304442418946e-08
38764594.14285715	3.967090648775862e-09	chr10	1.0457160097580805e-08
41529159.2244898	3.943144783400245e-09	chr10	1.039403934484852e-08
44293724.30612245	4.471747909299053e-09	chr10	1.1787425078877862e-08
47058289.3877551	5.1829935190403324e-09	chr10	1.3662252217516876e-08
49822854.469387755	5.6532918062247705e-09	chr10	1.490194773196731e-08
52587419.55102041	5.670132594013758e-09	chr10	1.494633966289865e-08
55351984.632653065	5.3217775462282515e-09	chr10	1.402808373481253e-08
58116549.71428572	4.883438208610432e-09	chr10	1.2872631279509676e-08
60881114.795918375	4.618957206850664e-09	chr10	1.2175465415900315e-08
63645679.87755103	4.662091064807909e-09	chr10	1.2289165277642674e-08
66410244.95918368	4.999964832016646e-09	chr10	1.317979279016618e-08
69174810.04081634	5.484801069370195e-09	chr10	1.4457810008320554e-08
71939375.12244898	5.921453600031435e-09	chr10	1.5608816079116386e-08
74703940.20408164	6.233846537995377e-09	chr10	1.6432276709301532e-08
77468505.2857143	6.467525525388788e-09	chr10	1.704824916845557e-08
80233070.36734694	6.598198194921654e-09	chr10	1.7392699332735306e-08
82997635.4489796	6.518943227937881e-09	chr10	1.718378505482902e-08
85762200.53061225	6.2528577685851395e-09	chr10	1.6482389877749174e-08
88526765.6122449	5.9805781603145976e-09	chr10	1.576466706597772e-08
91291330.69387756	5.822160269008491e-09	chr10	1.534708113251278e-08
94055895.7755102	5.7262389705534624e-09	chr10	1.509423478653337e-08
96820460.85714287	5.5756552152871e-09	chr10	1.4697299456255202e-08
99585025.93877551	5.326820658964857e-09	chr10	1.4041377264491038e-08
102349591.02040817	5.067658053081576e-09	chr10	1.3358230570612497e-08
105114156.10204083	4.97783793562095e-09	chr10	1.3121466798007728e-08
107878721.18367347	5.210261693921697e-09	chr10	1.373413050202022e-08
110643286.26530613	5.7921893524281075e-09	chr10	1.5268078482787845e-08
113407851.34693879	6.633874406445306e-09	chr10	1.7486741009270504e-08
116172416.42857143	7.607352367703098e-09	chr10	2.0052806620975274e-08
118936981.51020409	8.613465468920396e-09	chr10	2.2704897714217454e-08
121701546.59183675	9.599651090297019e-09	chr10	2.530446042697013e-08
124466111.6734694	1.0492253762707934e-08	chr10	2.7657340629445377e-08
127230676.75510205	1.1039449378709453e-08	chr10	2.9099735741588308e-08
129995241.8367347	1.0762796017809488e-08	chr10	2.8370483818051484e-08
132759806.91836736	9.278741965708313e-09	chr10	2.4458551323876123e-08
135524372.0	6.78429293748252e-09	chr10	1.7883240812264534e-08
87267.0	7.362152487499568e-09	chr11	1.9406465352220256e-08
2839495.224489796	9.783524871203768e-09	chr11	2.57891475024426e-08
5591723.448979592	1.1171432171735968e-08	chr11	2.944763936139342e-08
8343951.673469388	1.1424560534771503e-08	chr11	3.011487992931892e-08
11096179.897959184	1.1001826454510637e-08	chr11	2.900056257502415e-08
13848408.12244898	1.0476789715214255e-08	chr11	2.761657775440296e-08
16600636.346938776	1.0116310670397e-08	chr11	2.666636324779968e-08
19352864.57142857	9.760740142550565e-09	chr11	2.5729087479518748e-08
