chr1	137342178	162775915	High
chr10	30426167	58086320	High
chr11	0	11020940	High
chr11	46838995	82657050	High
chr12	0	24585041	High
chr12	32780055	60096769	High
chr13	18803245	30555273	High
chr13	103417849	115169878	High
chr14	10954034	32862104	High
chr14	48197752	61342594	High
chr14	98586312	107349540	High
chr15	16739819	39757070	High
chr15	71144231	92069005	High
chr16	11063847	40567440	High
chr17	14913405	49711353	High
chr17	56339533	67938849	High
chr18	0	33461677	High
chr19	0	27754420	High
chr19	31374562	59128983	High
chr2	84375292	109191555	High
chr20	18007291	39873288	High
chr20	42445758	63025520	High
chr21	4911213	20627097	High
chr21	29467282	38307467	High
chr21	46165409	48129895	High
chr22	13611415	30363926	High
chr22	39787214	45022374	High
chr4	0	19505538	High
chr5	62766518	84919407	High
chr6	20952865	38413586	High
chr7	48715917	81193195	High
chr8	0	23896166	High
chr9	34582881	51874321	High
chr9	63401948	77811482	High
chr9	89339109	97984829	High
