track	annotation	observed	expected	CI95low	CI95high	stddev	fold	l2fold	pvalue	qvalue	track_nsegments	track_size	track_density	annotation_nsegments	annotation_size	annotation_density	overlap_nsegments	overlap_size	overlap_density	percent_overlap_nsegments_track	percent_overlap_size_track	percent_overlap_nsegments_annotation	percent_overlap_size_annotation
genomicSuperDups	Coldspot_0.001	86047	519518.0600	264653.0000	884960.0000	186180.1824	0.1656	-2.5940	1.0000e-02	1.2000e-02	7089	131998341	4.8909e+00	1038	12194602	4.5184e-01	26	86047	3.1882e-03	0.3668	0.0652	2.5048	0.7056
genomicSuperDups	Coldspot_0.01	1079518	3047786.9600	2543975.0000	3746356.0000	342217.4925	0.3542	-1.4974	1.0000e-02	1.2000e-02	7089	131998341	4.8909e+00	10389	71299683	2.6418e+00	332	1079518	3.9999e-02	4.6833	0.8178	3.1957	1.5141
genomicSuperDups	Hotspot_0.99	151704	285785.2800	250604.0000	325701.0000	23546.1935	0.5308	-0.9137	1.0000e-02	1.2000e-02	7089	131998341	4.8909e+00	10390	5567094	2.0627e-01	489	151704	5.6210e-03	6.8980	0.1149	4.7064	2.7250
genomicSuperDups	Coldspot_0.1	14931244	25144125.8900	23887176.0000	26905781.0000	963287.4914	0.5938	-0.7519	1.0000e-02	1.2000e-02	7089	131998341	4.8909e+00	103896	558914693	2.0709e+01	4321	14931244	5.5324e-01	60.9536	11.3117	4.1590	2.6715
genomicSuperDups	Hotspot_0.999	15047	24762.3900	16770.0000	32261.0000	4565.1419	0.6077	-0.7186	2.0000e-02	2.0000e-02	7089	131998341	4.8909e+00	1039	446725	1.6552e-02	56	15047	5.5753e-04	0.7900	0.0114	5.3898	3.3683
genomicSuperDups	Hotspot_0.9	4641205	4289490.2600	3988257.0000	4552949.0000	172262.9064	1.0820	0.1137	1.0000e-02	1.2000e-02	7089	131998341	4.8909e+00	103891	80956273	2.9996e+00	5796	4641205	1.7197e-01	81.7605	3.5161	5.5789	5.7330
HFinvs	Hotspot_0.999	0	1534.4300	0.0000	4159.0000	1392.9631	0.0007	-10.5844	1.9000e-01	2.2800e-01	46	8344198	3.0917e-01	1039	446725	1.6552e-02	0	0	0.0000e+00	0.0000	0.0000	0.0000	0.0000
HFinvs	Hotspot_0.99	1606	17303.1700	8894.0000	28297.0000	6000.0651	0.0929	-3.4287	1.0000e-02	2.0000e-02	46	8344198	3.0917e-01	10390	5567094	2.0627e-01	4	1606	5.9506e-05	8.6957	0.0192	0.0385	0.0288
HFinvs	Coldspot_0.1	887940	1897107.2500	1496272.0000	2290780.0000	262926.7844	0.4680	-1.0953	1.0000e-02	2.0000e-02	46	8344198	3.0917e-01	103896	558914693	2.0709e+01	406	887940	3.2900e-02	882.6087	10.6414	0.3908	0.1589
HFinvs	Coldspot_0.01	258597	264898.1500	120877.0000	445673.0000	97035.8985	0.9762	-0.0347	5.1000e-01	5.1000e-01	46	8344198	3.0917e-01	10389	71299683	2.6418e+00	105	258597	9.5816e-03	228.2609	3.0991	1.0107	0.3627
HFinvs	Hotspot_0.9	547069	260003.3100	196894.0000	357146.0000	46613.2400	2.1041	1.0732	1.0000e-02	2.0000e-02	46	8344198	3.0917e-01	103891	80956273	2.9996e+00	304	547069	2.0270e-02	660.8696	6.5563	0.2926	0.6758
HFinvs	Coldspot_0.001	160983	61535.4500	1291.0000	175650.0000	54002.7693	2.6161	1.3874	4.0000e-02	6.0000e-02	46	8344198	3.0917e-01	1038	12194602	4.5184e-01	53	160983	5.9648e-03	115.2174	1.9293	5.1060	1.3201
HFNAHRinvs	Hotspot_0.999	0	1391.5400	0.0000	3805.0000	1237.5551	0.0007	-10.4435	2.3000e-01	2.7600e-01	19	8162649	3.0245e-01	1039	446725	1.6552e-02	0	0	0.0000e+00	0.0000	0.0000	0.0000	0.0000
HFNAHRinvs	Hotspot_0.99	1606	16976.1600	8854.0000	26340.0000	5207.8962	0.0947	-3.4012	1.0000e-02	2.0000e-02	19	8162649	3.0245e-01	10390	5567094	2.0627e-01	4	1606	5.9506e-05	21.0526	0.0197	0.0385	0.0288
HFNAHRinvs	Coldspot_0.1	795340	1817866.1200	1224557.0000	2303471.0000	311517.5042	0.4375	-1.1926	1.0000e-02	2.0000e-02	19	8162649	3.0245e-01	103896	558914693	2.0709e+01	268	795340	2.9469e-02	1410.5263	9.7437	0.2580	0.1423
HFNAHRinvs	Coldspot_0.01	257553	259203.8800	106993.0000	430874.0000	99140.0027	0.9936	-0.0092	5.4000e-01	5.4000e-01	19	8162649	3.0245e-01	10389	71299683	2.6418e+00	104	257553	9.5429e-03	547.3684	3.1553	1.0011	0.3612
HFNAHRinvs	Hotspot_0.9	543616	260567.7400	186045.0000	345675.0000	47396.1243	2.0863	1.0609	1.0000e-02	2.0000e-02	19	8162649	3.0245e-01	103891	80956273	2.9996e+00	295	543616	2.0142e-02	1552.6316	6.6598	0.2840	0.6715
HFNAHRinvs	Coldspot_0.001	159939	57809.9900	0.0000	170080.0000	58399.6167	2.7666	1.4681	5.0000e-02	7.5000e-02	19	8162649	3.0245e-01	1038	12194602	4.5184e-01	52	159939	5.9261e-03	273.6842	1.9594	5.0096	1.3116
HFNAHRno501invs	Hotspot_0.99	0	6440.2200	2782.0000	12414.0000	2822.2161	0.0002	-12.6531	1.0000e-02	1.2000e-02	18	2511540	9.3058e-02	10390	5567094	2.0627e-01	0	0	0.0000e+00	0.0000	0.0000	0.0000	0.0000
HFNAHRno501invs	Hotspot_0.999	0	658.8700	0.0000	1860.0000	760.9901	0.0015	-9.3660	4.6000e-01	4.6000e-01	18	2511540	9.3058e-02	1039	446725	1.6552e-02	0	0	0.0000e+00	0.0000	0.0000	0.0000	0.0000
HFNAHRno501invs	Hotspot_0.9	49879	100425.4500	69549.0000	134654.0000	23826.4939	0.4967	-1.0096	1.0000e-02	1.2000e-02	18	2511540	9.3058e-02	103891	80956273	2.9996e+00	55	49879	1.8481e-03	305.5556	1.9860	0.0529	0.0616
HFNAHRno501invs	Coldspot_0.1	748564	456524.7800	326422.0000	595768.0000	87011.3664	1.6397	0.7134	1.0000e-02	1.2000e-02	18	2511540	9.3058e-02	103896	558914693	2.0709e+01	256	748564	2.7736e-02	1422.2222	29.8050	0.2464	0.1339
HFNAHRno501invs	Coldspot_0.01	257553	57205.2900	14012.0000	120369.0000	34753.4985	4.5022	2.1706	1.0000e-02	1.2000e-02	18	2511540	9.3058e-02	10389	71299683	2.6418e+00	104	257553	9.5429e-03	577.7778	10.2548	1.0011	0.3612
HFNAHRno501invs	Coldspot_0.001	159939	11025.7800	0.0000	35532.0000	15013.1309	14.5047	3.8584	1.0000e-02	1.2000e-02	18	2511540	9.3058e-02	1038	12194602	4.5184e-01	52	159939	5.9261e-03	288.8889	6.3682	5.0096	1.3116
HFNHinvs	Hotspot_0.99	0	331.2800	0.0000	2279.0000	738.6393	0.0030	-8.3763	7.5000e-01	9.0000e-01	27	181549	6.7268e-03	10390	5567094	2.0627e-01	0	0	0.0000e+00	0.0000	0.0000	0.0000	0.0000
HFNHinvs	Hotspot_0.999	0	20.4700	0.0000	0.0000	127.1948	0.0466	-4.4243	9.7000e-01	9.7000e-01	27	181549	6.7268e-03	1039	446725	1.6552e-02	0	0	0.0000e+00	0.0000	0.0000	0.0000	0.0000
HFNHinvs	Coldspot_0.01	1044	6723.0600	0.0000	24698.0000	7590.0120	0.1554	-2.6858	2.5000e-01	5.0000e-01	27	181549	6.7268e-03	10389	71299683	2.6418e+00	1	1044	3.8683e-05	3.7037	0.5751	0.0096	0.0015
HFNHinvs	Hotspot_0.9	3453	5544.7500	345.0000	14922.0000	4340.5803	0.6228	-0.6831	4.4000e-01	6.6000e-01	27	181549	6.7268e-03	103891	80956273	2.9996e+00	9	3453	1.2794e-04	33.3333	1.9020	0.0087	0.0043
HFNHinvs	Coldspot_0.001	1044	839.6400	0.0000	11383.0000	2716.1149	1.2431	0.3139	1.0000e-01	3.0000e-01	27	181549	6.7268e-03	1038	12194602	4.5184e-01	1	1044	3.8683e-05	3.7037	0.5751	0.0963	0.0086
HFNHinvs	Coldspot_0.1	92600	43251.2100	17575.0000	72829.0000	16912.9965	2.1410	1.0983	1.0000e-02	6.0000e-02	27	181549	6.7268e-03	103896	558914693	2.0709e+01	138	92600	3.4310e-03	511.1111	51.0055	0.1328	0.0166
HFno501invs	Hotspot_0.99	0	7096.6400	2090.0000	14444.0000	3791.8008	0.0001	-12.7931	1.0000e-02	1.2000e-02	45	2693089	9.9785e-02	10390	5567094	2.0627e-01	0	0	0.0000e+00	0.0000	0.0000	0.0000	0.0000
HFno501invs	Hotspot_0.999	0	675.4300	0.0000	2629.0000	911.4284	0.0015	-9.4018	5.4000e-01	5.4000e-01	45	2693089	9.9785e-02	1039	446725	1.6552e-02	0	0	0.0000e+00	0.0000	0.0000	0.0000	0.0000
HFno501invs	Hotspot_0.9	53332	105346.4400	75473.0000	149216.0000	20630.5128	0.5063	-0.9821	1.0000e-02	1.2000e-02	45	2693089	9.9785e-02	103891	80956273	2.9996e+00	64	53332	1.9761e-03	142.2222	1.9803	0.0616	0.0659
HFno501invs	Coldspot_0.1	841164	520535.1400	400539.0000	654737.0000	75481.7076	1.6160	0.6924	1.0000e-02	1.2000e-02	45	2693089	9.9785e-02	103896	558914693	2.0709e+01	394	841164	3.1167e-02	875.5556	31.2342	0.3792	0.1505
HFno501invs	Coldspot_0.01	258597	71180.6300	32080.0000	120666.0000	26710.0912	3.6329	1.8611	1.0000e-02	1.2000e-02	45	2693089	9.9785e-02	10389	71299683	2.6418e+00	105	258597	9.5816e-03	233.3333	9.6022	1.0107	0.3627
HFno501invs	Coldspot_0.001	160983	13309.8900	0.0000	39490.0000	12233.5623	12.0942	3.5962	1.0000e-02	1.2000e-02	45	2693089	9.9785e-02	1038	12194602	4.5184e-01	53	160983	5.9648e-03	117.7778	5.9776	5.1060	1.3201
invs	Hotspot_0.999	0	1879.3000	0.0000	4829.0000	1435.3062	0.0005	-10.8767	1.5000e-01	1.8000e-01	114	11812711	4.3769e-01	1039	446725	1.6552e-02	0	0	0.0000e+00	0.0000	0.0000	0.0000	0.0000
