track	annotation	observed	expected	CI95low	CI95high	stddev	fold	l2fold	pvalue	qvalue	track_nsegments	track_size	track_density	annotation_nsegments	annotation_size	annotation_density	overlap_nsegments	overlap_size	overlap_density	percent_overlap_nsegments_track	percent_overlap_size_track	percent_overlap_nsegments_annotation	percent_overlap_size_annotation
genomicSuperDups	Hotspot_0.99	57947	354162.9000	305008.0000	402446.0000	31832.7211	0.1636	-2.6116	1.0000e-02	1.0000e-02	6984	120033000	4.4819e+00	8338	7648169	2.8557e-01	55	57947	2.1637e-03	0.7875	0.0483	0.6596	0.7577
genomicSuperDups	Hotspot_0.999	3856	20692.3200	13788.0000	28454.0000	4337.6953	0.1864	-2.4236	1.0000e-02	1.0000e-02	6984	120033000	4.4819e+00	834	469549	1.7532e-02	5	3856	1.4398e-04	0.0716	0.0032	0.5995	0.8212
genomicSuperDups	Hotspot_0.9	2504317	6312942.7600	5920861.0000	6794611.0000	252769.6990	0.3967	-1.3339	1.0000e-02	1.0000e-02	6984	120033000	4.4819e+00	83376	135028905	5.0418e+00	1027	2504317	9.3508e-02	14.7050	2.0864	1.2318	1.8547
genomicSuperDups	Coldspot_0.1	50118560	32025866.8200	30692126.0000	33452809.0000	885721.4508	1.5649	0.6461	1.0000e-02	1.0000e-02	6984	120033000	4.4819e+00	83358	770018278	2.8751e+01	3279	50118560	1.8714e+00	46.9502	41.7540	3.9336	6.5087
genomicSuperDups	Coldspot_0.01	29597607	8794178.3000	7624420.0000	9778670.0000	721938.7835	3.3656	1.7509	1.0000e-02	1.0000e-02	6984	120033000	4.4819e+00	8321	204658289	7.6416e+00	902	29597607	1.1051e+00	12.9152	24.6579	10.8400	14.4620
genomicSuperDups	Coldspot_0.001	16632708	2654369.2800	1917707.0000	3462408.0000	492518.0528	6.2662	2.6476	1.0000e-02	1.0000e-02	6984	120033000	4.4819e+00	817	55726189	2.0807e+00	303	16632708	6.2104e-01	4.3385	13.8568	37.0869	29.8472
HFinvs	Hotspot_0.999	28	1299.3600	0.0000	3719.0000	1127.3612	0.0223	-5.4867	1.3000e-01	1.5600e-01	46	8344198	3.1156e-01	834	469549	1.7532e-02	1	28	1.0455e-06	2.1739	0.0003	0.1199	0.0060
HFinvs	Hotspot_0.99	9261	23896.6100	11566.0000	36807.0000	7239.9853	0.3876	-1.3675	1.0000e-02	3.0000e-02	46	8344198	3.1156e-01	8338	7648169	2.8557e-01	15	9261	3.4579e-04	32.6087	0.1110	0.1799	0.1211
HFinvs	Hotspot_0.9	349366	417045.7400	338360.0000	512908.0000	53606.7380	0.8377	-0.2555	9.0000e-02	1.3500e-01	46	8344198	3.1156e-01	83376	135028905	5.0418e+00	193	349366	1.3045e-02	419.5652	4.1869	0.2315	0.2587
HFinvs	Coldspot_0.1	2451925	2388606.5400	2041130.0000	2769976.0000	223612.1775	1.0265	0.0377	4.3000e-01	4.3000e-01	46	8344198	3.1156e-01	83358	770018278	2.8751e+01	140	2451925	9.1551e-02	304.3478	29.3848	0.1680	0.3184
HFinvs	Coldspot_0.01	1275540	631352.8600	362983.0000	875815.0000	165737.2431	2.0203	1.0146	1.0000e-02	3.0000e-02	46	8344198	3.1156e-01	8321	204658289	7.6416e+00	8	1275540	4.7627e-02	17.3913	15.2866	0.0961	0.6233
HFinvs	Coldspot_0.001	447609	178166.6000	34923.0000	395482.0000	109258.6315	2.5123	1.3290	2.0000e-02	4.0000e-02	46	8344198	3.1156e-01	817	55726189	2.0807e+00	1	447609	1.6713e-02	2.1739	5.3643	0.1224	0.8032
HFNAHRinvs	Hotspot_0.999	28	1265.5200	0.0000	3799.0000	1247.5369	0.0229	-5.4487	1.3000e-01	1.5600e-01	19	8162649	3.0478e-01	834	469549	1.7532e-02	1	28	1.0455e-06	5.2632	0.0003	0.1199	0.0060
HFNAHRinvs	Hotspot_0.99	9261	21816.5600	12719.0000	34489.0000	7006.0552	0.4245	-1.2361	3.0000e-02	6.0000e-02	19	8162649	3.0478e-01	8338	7648169	2.8557e-01	15	9261	3.4579e-04	78.9474	0.1135	0.1799	0.1211
HFNAHRinvs	Hotspot_0.9	349366	415902.3300	324331.0000	505647.0000	55872.1944	0.8400	-0.2515	1.0000e-01	1.5000e-01	19	8162649	3.0478e-01	83376	135028905	5.0418e+00	193	349366	1.3045e-02	1015.7895	4.2801	0.2315	0.2587
HFNAHRinvs	Coldspot_0.1	2321862	2311725.7600	1969145.0000	2732006.0000	238157.6367	1.0044	0.0063	4.5000e-01	4.5000e-01	19	8162649	3.0478e-01	83358	770018278	2.8751e+01	129	2321862	8.6695e-02	678.9474	28.4450	0.1548	0.3015
HFNAHRinvs	Coldspot_0.01	1182308	609499.4900	330552.0000	1000247.0000	192840.3538	1.9398	0.9559	1.0000e-02	6.0000e-02	19	8162649	3.0478e-01	8321	204658289	7.6416e+00	7	1182308	4.4146e-02	36.8421	14.4844	0.0841	0.5777
HFNAHRinvs	Coldspot_0.001	447609	166332.0600	20744.0000	428189.0000	115299.4477	2.6910	1.4282	3.0000e-02	6.0000e-02	19	8162649	3.0478e-01	817	55726189	2.0807e+00	1	447609	1.6713e-02	5.2632	5.4836	0.1224	0.8032
HFNAHRno501invs	Coldspot_0.001	0	31276.5200	0.0000	85917.0000	25262.1036	0.0000	-14.9328	1.1000e-01	2.2000e-01	18	2511540	9.3777e-02	817	55726189	2.0807e+00	0	0	0.0000e+00	0.0000	0.0000	0.0000	0.0000
HFNAHRno501invs	Hotspot_0.99	0	8764.2100	2666.0000	17472.0000	4602.8130	0.0001	-13.0976	1.0000e-02	3.0000e-02	18	2511540	9.3777e-02	8338	7648169	2.8557e-01	0	0	0.0000e+00	0.0000	0.0000	0.0000	0.0000
HFNAHRno501invs	Hotspot_0.999	0	464.9200	0.0000	1669.0000	692.3974	0.0021	-8.8639	4.8000e-01	4.8000e-01	18	2511540	9.3777e-02	834	469549	1.7532e-02	0	0	0.0000e+00	0.0000	0.0000	0.0000	0.0000
HFNAHRno501invs	Hotspot_0.9	18469	161825.2000	113939.0000	221286.0000	31298.0397	0.1141	-3.1312	1.0000e-02	3.0000e-02	18	2511540	9.3777e-02	83376	135028905	5.0418e+00	6	18469	6.8961e-04	33.3333	0.7354	0.0072	0.0137
HFNAHRno501invs	Coldspot_0.01	95185	113765.8600	46299.0000	208132.0000	44049.3535	0.8367	-0.2573	4.0000e-01	4.8000e-01	18	2511540	9.3777e-02	8321	204658289	7.6416e+00	2	95185	3.5541e-03	11.1111	3.7899	0.0240	0.0465
HFNAHRno501invs	Coldspot_0.1	462521	485947.9700	360273.0000	625290.0000	74960.6764	0.9518	-0.0713	3.6000e-01	4.8000e-01	18	2511540	9.3777e-02	83358	770018278	2.8751e+01	17	462521	1.7270e-02	94.4444	18.4158	0.0204	0.0601
HFNHinvs	Hotspot_0.9	0	8369.5400	2301.0000	17811.0000	4996.9557	0.0001	-13.0311	1.0000e-02	2.0000e-02	27	181549	6.7788e-03	83376	135028905	5.0418e+00	0	0	0.0000e+00	0.0000	0.0000	0.0000	0.0000
HFNHinvs	Coldspot_0.001	0	5723.3800	0.0000	21829.0000	6615.0716	0.0002	-12.4829	1.6000e-01	2.4000e-01	27	181549	6.7788e-03	817	55726189	2.0807e+00	0	0	0.0000e+00	0.0000	0.0000	0.0000	0.0000
HFNHinvs	Hotspot_0.99	0	474.0000	0.0000	2561.0000	749.9058	0.0021	-8.8918	5.3000e-01	6.3600e-01	27	181549	6.7788e-03	8338	7648169	2.8557e-01	0	0	0.0000e+00	0.0000	0.0000	0.0000	0.0000
HFNHinvs	Hotspot_0.999	0	11.7300	0.0000	0.0000	91.7511	0.0786	-3.6702	9.8000e-01	9.8000e-01	27	181549	6.7788e-03	834	469549	1.7532e-02	0	0	0.0000e+00	0.0000	0.0000	0.0000	0.0000
HFNHinvs	Coldspot_0.1	130063	61602.8600	33815.0000	90688.0000	17715.6052	2.1113	1.0781	1.0000e-02	2.0000e-02	27	181549	6.7788e-03	83358	770018278	2.8751e+01	11	130063	4.8564e-03	40.7407	71.6407	0.0132	0.0169
HFNHinvs	Coldspot_0.01	93232	18603.5800	2837.0000	41177.0000	11361.9514	5.0113	2.3252	1.0000e-02	2.0000e-02	27	181549	6.7788e-03	8321	204658289	7.6416e+00	1	93232	3.4812e-03	3.7037	51.3536	0.0120	0.0456
HFno501invs	Coldspot_0.001	0	41172.1800	14275.0000	73117.0000	20135.5358	0.0000	-15.3294	1.0000e-02	2.0000e-02	45	2693089	1.0056e-01	817	55726189	2.0807e+00	0	0	0.0000e+00	0.0000	0.0000	0.0000	0.0000
HFno501invs	Hotspot_0.99	0	10058.1000	2965.0000	17556.0000	4702.8330	0.0001	-13.2962	1.0000e-02	2.0000e-02	45	2693089	1.0056e-01	8338	7648169	2.8557e-01	0	0	0.0000e+00	0.0000	0.0000	0.0000	0.0000
