pos	val	Chromosome	valScaled	Type
60881114.795918375	4.633121129325283e-09	chr10	1.2251102463268232e-08	Minima
105114156.10204083	4.980669859654268e-09	chr10	1.317010608682755e-08	Minima
135524372.0	6.801396795036205e-09	chr10	1.798455224965534e-08	Minima
60683.0	6.7640201797592346e-09	chr10	1.7885719361261807e-08	Minima
41529159.2244898	4.0702202681479035e-09	chr10	1.076265527303682e-08	Minima
52587419.55102041	5.67942203532992e-09	chr10	1.50177772919792e-08	Maxima
80233070.36734694	6.4045832738385566e-09	chr10	1.69352805014525e-08	Maxima
127230676.75510205	1.0948363900784953e-08	chr10	2.8950144882829057e-08	Maxima
8354378.24489796	1.2229972443989371e-08	chr10	3.2339030504924544e-08	Maxima
88158570.18367347	5.961585966441077e-09	chr11	1.5763887556526665e-08	Minima
87267.0	7.308062114130298e-09	chr11	1.93242989485961e-08	Minima
134946450.0	6.713195396765336e-09	chr11	1.7751326236896788e-08	Minima
55131831.48979592	2.302089859090482e-09	chr11	6.087287156136886e-09	Minima
77149657.28571428	6.556735731664949e-09	chr11	1.7337608715811252e-08	Maxima
8343951.673469388	1.1174069164145236e-08	chr11	2.9546964657391794e-08	Maxima
126689765.32653062	1.0724243273812743e-08	chr11	2.8357515273430453e-08	Maxima
84697590.24489796	4.03161316733356e-09	chr12	1.0660568680719487e-08	Minima
60316.0	7.309839909952211e-09	chr12	1.9328999874422357e-08	Minima
133841814.0	8.203108436989862e-09	chr12	2.1691019762632065e-08	Minima
38283601.14285714	3.2068606662270494e-09	chr12	8.479721878778856e-09	Minima
68316182.32653062	5.861239569622368e-09	chr12	1.5498547204973023e-08	Maxima
8251019.959183674	1.1181029100764396e-08	chr12	2.9565368427610424e-08	Maxima
128381344.69387756	1.2193835813140696e-08	chr12	3.2243476437839555e-08	Maxima
85694619.26530613	5.420188205182971e-09	chr13	1.4332299807919065e-08	Minima
19020094.0	8.96074801601778e-09	chr13	2.3694403627161018e-08	Minima
115109851.0	9.047780513723613e-09	chr13	2.392453878168559e-08	Minima
