pos	val	Chromosome	valScaled	Type
60881114.795918375	4.607617324550587e-09	chr10	1.2184438688216444e-08	Minima
105114156.10204083	4.995434336849049e-09	chr10	1.3209986661443321e-08	Minima
135524372.0	6.638481758218548e-09	chr10	1.7554881030348283e-08	Minima
60683.0	6.628625140660924e-09	chr10	1.7528816072291945e-08	Minima
41529159.2244898	4.122823062040514e-09	chr10	1.0902442907777097e-08	Minima
49822854.469387755	5.6558154447092835e-09	chr10	1.4956306408247444e-08	Maxima
80233070.36734694	6.679844820490827e-09	chr10	1.7664262009868456e-08	Maxima
127230676.75510205	1.0711987238538888e-08	chr10	2.8326907931674762e-08	Maxima
8354378.24489796	1.2163478305048675e-08	chr10	3.2165248371135496e-08	Maxima
88158570.18367347	5.737289113934811e-09	chr11	1.5171756359373603e-08	Minima
87267.0	7.362619438577641e-09	chr11	1.9469799424536593e-08	Minima
134946450.0	6.6359602522494494e-09	chr11	1.754821312962685e-08	Minima
55131831.48979592	2.4141810501224314e-09	chr11	6.38408941444369e-09	Minima
77149657.28571428	6.531755278173642e-09	chr11	1.727265224246969e-08	Maxima
8343951.673469388	1.1261636621433542e-08	chr11	2.978040737274415e-08	Maxima
126689765.32653062	1.064970377590672e-08	chr11	2.8162204793745333e-08	Maxima
84697590.24489796	4.1555967645322885e-09	chr12	1.0989110080953381e-08	Minima
133841814.0	8.328307896017052e-09	chr12	2.202347759978229e-08	Minima
60316.0	7.127533236622849e-09	chr12	1.884813464371775e-08	Minima
38283601.14285714	3.212145781486608e-09	chr12	8.494236950538008e-09	Minima
71046416.97959185	5.837841792143055e-09	chr12	1.543765907139707e-08	Maxima
128381344.69387756	1.2246264976098903e-08	chr12	3.2384170440083884e-08	Maxima
8251019.959183674	1.1108811539256763e-08	chr12	2.9376274886766438e-08	Maxima
85694619.26530613	5.3803991950878e-09	chr13	1.4227992364159855e-08	Minima
19020094.0	8.82862059787057e-09	chr13	2.3346510527926926e-08	Minima
115109851.0	9.163160366006029e-09	chr13	2.423117151569987e-08	Minima
60201418.42857143	4.7662394887185945e-09	chr13	1.2603901047557627e-08	Minima
73928526.57142857	9.6384304068901e-09	chr13	2.5487981329883582e-08	Maxima
26864155.795918368	1.6173247126545585e-08	chr13	4.276872928504068e-08	Maxima
109226804.65306123	1.6684220818848134e-08	chr13	4.411995426459326e-08	Maxima
82063898.71428572	8.2098042793514e-09	chr14	2.1710105210130694e-08	Minima
64045658.510204084	7.078005251043403e-09	chr14	1.8717162242770264e-08	Minima
19000058.0	1.18058479223707e-08	chr14	3.121952628445848e-08	Minima
107289435.0	7.574636806498783e-09	chr14	2.0030460703091046e-08	Minima
44225594.28571428	5.678153447534433e-09	chr14	1.5015377291671296e-08	Minima
76658426.65306123	9.261402345967606e-09	chr14	2.4490963789479373e-08	Maxima
55036538.408163264	8.965824126121916e-09	chr14	2.3709333188758153e-08	Maxima
22603706.040816326	1.6989771948098753e-08	chr14	4.4927957346930964e-08	Maxima
96478490.87755102	1.7153859692817782e-08	chr14	4.536187295323877e-08	Maxima
75575392.42857143	7.012224599382528e-09	chr15	1.8543211096097936e-08	Minima
20000446.0	1.3834626150076074e-08	chr15	3.6584451838443285e-08	Minima
102520821.0	9.853920277734794e-09	chr15	2.605782533694746e-08	Minima
46945874.57142857	4.852283810033145e-09	chr15	1.2831437686058436e-08	Minima
60418588.85714286	1.0380333458478498e-08	chr15	2.7449878685489436e-08	Maxima
25052713.85714286	2.0101887641721102e-08	chr15	5.315767352963853e-08	Maxima
95784463.85714285	1.9920559306159177e-08	chr15	5.267816669748074e-08	Maxima
68195005.44897959	5.781601204680028e-09	chr16	1.528893578526797e-08	Minima
60179.0	8.439167512417175e-09	chr16	2.231663610316522e-08	Minima
90292787.0	1.1001119876835585e-08	chr16	2.909149375899973e-08	Minima
40572778.510204084	6.610830776699753e-10	chr16	1.7481760442145437e-09	Minima
55304632.87755102	1.1312343028777867e-08	chr16	2.9914496006384516e-08	Maxima
7426106.183673469	1.7060907395362028e-08	chr16	4.51160687795189e-08	Maxima
82926859.81632653	2.3147077135572272e-08	chr16	6.121040926446856e-08	Maxima
59650045.28571428	8.175663840222966e-09	chr17	2.161982382214894e-08	Minima
43080602.428571425	6.234347626233418e-09	chr17	1.648618386950742e-08	Minima
51.0	1.1665245123752482e-08	chr17	3.0847714552171786e-08	Minima
81190321.0	9.86177862467902e-09	chr17	2.607860604415213e-08	Minima
24854215.285714284	4.566933448130882e-09	chr17	1.207685375593624e-08	Minima
54679212.428571425	9.867031386394909e-09	chr17	2.6092496510430666e-08	Maxima
33138936.714285713	1.0910183431526658e-08	chr17	2.8851020328950057e-08	Maxima
9941716.714285715	1.9481114261769386e-08	chr17	5.151609293504427e-08	Maxima
74562543.85714285	1.9220270782318604e-08	chr17	5.0826315299724024e-08	Maxima
33442012.57142857	6.703262623154736e-09	chr18	1.772618832897721e-08	Minima
