track	annotation	observed	expected	CI95low	CI95high	stddev	fold	l2fold	pvalue	qvalue	track_nsegments	track_size	track_density	annotation_nsegments	annotation_size	annotation_density	overlap_nsegments	overlap_size	overlap_density	percent_overlap_nsegments_track	percent_overlap_size_track	percent_overlap_nsegments_annotation	percent_overlap_size_annotation
HFinvs	genomicSuperDups_coords_normal.bed	3320614	884010.6500	409824.0000	1454639.0000	288503.6336	3.7563	1.9093	1.0000e-02	1.0000e-02	19	8209286	1.1735e+00	2855	85675883	1.2247e+01	38	3320614	4.7466e-01	200.0000	40.4495	1.3310	3.8758
HFNAHRinvs	genomicSuperDups_coords_normal.bed	3320614	885672.4200	476808.0000	1327182.0000	256114.9982	3.7493	1.9066	1.0000e-02	1.0000e-02	12	8072200	1.1539e+00	2855	85675883	1.2247e+01	38	3320614	4.7466e-01	316.6667	41.1364	1.3310	3.8758
HFNAHRno501invs	genomicSuperDups_coords_normal.bed	1459386	336689.3400	148815.0000	653308.0000	154556.1926	4.3345	2.1159	1.0000e-02	1.0000e-02	11	2421091	3.4608e-01	2855	85675883	1.2247e+01	26	1459386	2.0861e-01	236.3636	60.2780	0.9107	1.7034
HFNHinvs	genomicSuperDups_coords_normal.bed	0	13501.4500	0.0000	34772.0000	11187.7248	0.0001	-13.7209	1.2000e-01	1.2000e-01	7	137086	1.9596e-02	2855	85675883	1.2247e+01	0	0	0.0000e+00	0.0000	0.0000	0.0000	0.0000
HFno501invs	genomicSuperDups_coords_normal.bed	1459386	352805.5700	167796.0000	673937.0000	147126.8877	4.1365	2.0484	1.0000e-02	1.0000e-02	18	2558177	3.6567e-01	2855	85675883	1.2247e+01	26	1459386	2.0861e-01	144.4444	57.0479	0.9107	1.7034
invs	genomicSuperDups_coords_normal.bed	4213127	1212660.0000	675455.0000	1881800.0000	353531.0544	3.4743	1.7967	1.0000e-02	1.0000e-02	36	10050495	1.4367e+00	2855	85675883	1.2247e+01	70	4213127	6.0224e-01	194.4444	41.9196	2.4518	4.9175
LFinvs	genomicSuperDups_coords_normal.bed	892513	233663.7200	57626.0000	543943.0000	142390.1710	3.8196	1.9334	1.0000e-02	1.0000e-02	18	1852592	2.6482e-01	2855	85675883	1.2247e+01	32	892513	1.2758e-01	177.7778	48.1764	1.1208	1.0417
LFNAHRinvs	genomicSuperDups_coords_normal.bed	694973	113869.2900	14215.0000	326897.0000	103651.6668	6.1032	2.6096	1.0000e-02	1.0000e-02	8	994122	1.4210e-01	2855	85675883	1.2247e+01	19	694973	9.9342e-02	237.5000	69.9082	0.6655	0.8112
LFNHinvs	genomicSuperDups_coords_normal.bed	197540	128211.1100	1258.0000	394600.0000	138603.8452	1.5407	0.6236	2.6000e-01	2.6000e-01	10	858470	1.2271e-01	2855	85675883	1.2247e+01	13	197540	2.8237e-02	130.0000	23.0107	0.4553	0.2306
NAHRinvs	genomicSuperDups_coords_normal.bed	4015587	1025960.5100	578443.0000	1569103.0000	285690.9017	3.9140	1.9686	1.0000e-02	1.0000e-02	20	9066322	1.2960e+00	2855	85675883	1.2247e+01	57	4015587	5.7400e-01	285.0000	44.2912	1.9965	4.6870
NAHRno501invs	genomicSuperDups_coords_normal.bed	2154359	485923.1400	207329.0000	888380.0000	205517.7476	4.4335	2.1485	1.0000e-02	1.0000e-02	19	3415213	4.8818e-01	2855	85675883	1.2247e+01	45	2154359	3.0795e-01	236.8421	63.0812	1.5762	2.5145
NHinvs	genomicSuperDups_coords_normal.bed	197540	133232.9800	10156.0000	388767.0000	143458.8996	1.4827	0.5682	3.1000e-01	3.1000e-01	16	984173	1.4068e-01	2855	85675883	1.2247e+01	13	197540	2.8237e-02	81.2500	20.0717	0.4553	0.2306
no501invs	genomicSuperDups_coords_normal.bed	2351899	588168.6800	261879.0000	1012888.0000	253511.6353	3.9987	1.9995	1.0000e-02	1.0000e-02	35	4399386	6.2886e-01	2855	85675883	1.2247e+01	58	2351899	3.3619e-01	165.7143	53.4597	2.0315	2.7451
