chr1	0	249250621	Low
chr10	0	135534747	Low
chr11	0	135006516	Low
chr12	0	133851895	Low
chr13	0	115169878	Low
chr14	0	107349540	Low
chr15	0	102531392	Low
chr16	0	31347567	Low
chr16	31347567	35035516	High
chr16	35035516	90354753	Low
chr17	0	81195210	Low
chr18	0	12747305	Low
chr18	12747305	17527545	High
chr18	17527545	78077248	Low
chr19	0	59128983	Low
chr2	0	243199373	Low
chr20	0	24438466	Low
chr20	24438466	29583407	High
chr20	29583407	63025520	Low
chr21	0	7857942	Low
chr21	7857942	15715884	High
chr21	15715884	48129895	Low
chr22	0	15705479	Low
chr22	15705479	26175798	High
chr22	26175798	51304566	Low
chr3	0	198022430	Low
chr4	0	191154276	Low
chr5	0	180915260	Low
chr6	0	171115067	Low
chr7	0	159138663	Low
chr8	0	146364022	Low
chr9	0	141213431	Low
chrX	0	155270560	Low
chrY	0	24234108	Low
chrY	24234108	30292635	High
chrY	30292635	59373566	Low
