chr1	0	30520484	High
chr1	30520484	127168684	Low
chr1	127168684	167862663	High
chr1	167862663	249250621	Low
chr10	0	13830076	Low
chr10	13830076	63618350	High
chr10	63618350	74682411	Low
chr10	74682411	96810533	High
chr10	96810533	135534747	Low
chr11	0	19286645	High
chr11	19286645	41328525	Low
chr11	41328525	99188460	High
chr11	99188460	135006516	Low
chr12	0	71023454	High
chr12	71023454	90145153	Low
chr12	90145153	109266853	High
chr12	109266853	133851895	Low
chr13	0	11752028	Low
chr13	11752028	75212981	High
chr13	75212981	98717038	Low
chr13	98717038	115169878	High
chr14	0	8763227	Low
chr14	8763227	107349540	High
chr15	0	14647341	Low
chr15	14647341	43942025	High
chr15	43942025	66959276	Low
chr15	66959276	100438914	High
chr15	100438914	102531392	Low
chr16	0	1843974	Low
chr16	1843974	42411414	High
chr16	42411414	46099363	Low
chr16	46099363	55319236	High
chr16	55319236	70071032	Low
chr16	70071032	75602956	High
chr16	75602956	86666803	Low
chr16	86666803	90354753	High
chr17	0	8285225	High
chr17	8285225	11599315	Low
chr17	11599315	51368398	High
chr17	51368398	53025443	Low
chr17	53025443	71252939	High
chr17	71252939	81195210	Low
chr18	0	36648504	High
chr18	36648504	49395809	Low
chr18	49395809	63736528	High
chr18	63736528	78077248	Low
chr19	0	59128983	High
chr2	0	74448787	Low
chr2	74448787	143934322	High
chr2	143934322	243199373	Low
chr20	0	2572470	Low
chr20	2572470	9003645	High
chr20	9003645	14148586	Low
chr20	14148586	63025520	High
chr21	0	3928971	Low
chr21	3928971	21609340	High
chr21	21609340	25538311	Low
chr21	25538311	39289710	High
chr21	39289710	43218681	Low
chr21	43218681	48129895	High
chr22	0	13611415	Low
chr22	13611415	34552054	High
chr22	34552054	38740182	Low
chr22	38740182	47116438	High
chr22	47116438	49210502	Low
chr22	49210502	51304566	High
chr3	0	8082548	Low
chr3	8082548	48495288	High
chr3	48495288	64660385	Low
chr3	64660385	92949303	High
chr3	92949303	113155674	Low
chr3	113155674	149527141	High
chr3	149527141	185898607	Low
chr3	185898607	198022430	High
chr4	0	27307753	High
chr4	27307753	42912184	Low
chr4	42912184	81923261	High
chr4	81923261	113132122	Low
chr4	113132122	136538768	High
chr4	136538768	191154276	Low
chr5	0	11076444	Low
chr5	11076444	36921481	High
chr5	36921481	51690074	Low
chr5	51690074	99688000	High
chr5	99688000	132917333	Low
chr5	132917333	151378074	High
chr5	151378074	169838815	Low
chr5	169838815	180915260	High
chr6	0	80319317	High
chr6	80319317	164130778	Low
chr6	164130778	171115067	High
chr7	0	3247727	Low
chr7	3247727	12990911	High
chr7	12990911	35725005	Low
chr7	35725005	87688651	High
chr7	87688651	94184106	Low
chr7	94184106	107175017	High
chr7	107175017	159138663	Low
chr8	0	29870208	High
chr8	29870208	71688500	Low
chr8	71688500	95584667	High
chr8	95584667	146364022	Low
chr9	0	31700974	Low
chr9	31700974	54756228	High
chr9	54756228	60520041	Low
chr9	60520041	103748643	High
chr9	103748643	141213431	Low
chrX	0	3168786	Low
chrX	3168786	9506360	High
chrX	9506360	34856656	Low
chrX	34856656	155270560	High
chrY	0	33927752	High
chrY	33927752	56950155	Low
chrY	56950155	59373566	High
